title,authors,journal,year,doi,pubmed_id,ifc_url,has_abstract,text_length,index,umap_x,umap_y,id
Senescence in Primary Rat Astrocytes Induces Loss of the Mitochondrial Membrane Potential and Alters Mitochondrial Dynamics in Cortical Neurons,"Morales-Rosales, S. L., Santín-Márquez, R., Posadas-Rodriguez, P., Rincon-Heredia, R., Montiel, T., Librado-Osorio, R., Luna-López, A., Rivero-Segura, N. A., Torres, C., Cano-Martínez, A., Silva-Palacios, A., Cortés-Hernández, P., Morán, J., Massieu, L., & Konigsberg, M.","Frontiers in Aging Neuroscience, 13",2021,10.3389/fnagi.2021.766306,34924995,https://www.ifc.unam.mx/publicacion.php?ut=000730426600001,True,1817,135,5.3565164,3.2697706,pub_135_95032210
The high osmolarity glycerol (HOG) pathway in fungi?,"Yaakoub, H., Sanchez, N. S., Ongay-Larios, L., Courdavault, V., Calenda, A., Bouchara, J.-P., Coria, R., & Papon, N.","Critical Reviews in Microbiology, 1?39",2021,10.1080/1040841x.2021.2011834,34893006,https://www.ifc.unam.mx/publicacion.php?ut=000729072300001,True,1209,136,0.99478453,4.003698,pub_136_adcdb9bb
Lateral Habenula Mediates Defensive Responses Only When Threat and Safety Memories Are in Conflict,"Velazquez-Hernandez, G., & Sotres-Bayon, F.","Eneuro, 8(2), ENEURO",2021,10.1523/eneuro.0482-20.2021,33712440,https://www.ifc.unam.mx/publicacion.php?ut=000728354000004,True,1535,137,8.392896,3.0587347,pub_137_8df81ff2
<em>In Vivo</em> Wireless Optogenetic Control of Skilled Motor Behavior,"Rodriguez-Munoz, D. L., Jaidar, O., Palomero-Rivero, M., Arias-Garcia, M. A., Arbuthnott, G. W., & Lopez-Huerta, V. G.","Journal of Visualized Experiments, 177",2021,10.3791/63082,34866625,https://www.ifc.unam.mx/publicacion.php?ut=000726748200016,True,1455,138,8.023486,2.1269386,pub_138_4e155fe1
Protein Misfolding and Aggregation: The Relatedness between Parkinson?s Disease and Hepatic Endoplasmic Reticulum Storage Disorders,"Padilla-Godínez, F. J., Ramos-Acevedo, R., Martínez-Becerril, H. A., Bernal-Conde, L. D., Garrido-Figueroa, J. F., Hiriart, M., Hernández-López, A., Argüero-Sánchez, R., Callea, F., & Guerra-Crespo, M.","International Journal of Molecular Sciences, 22(22), 12467",2021,10.3390/ijms222212467,34830348,https://www.ifc.unam.mx/publicacion.php?ut=000725866900001,True,1605,139,5.8422494,2.549749,pub_139_2ea3c152
"Possible Gender Influence in the Mechanisms Underlying the Oxidative Stress, Inflammatory Response, and the Metabolic Alterations in Patients with Obesity and/or Type 2 Diabetes","Contreras-Zentella, M. L., & Hernández-Muñoz, R.","Antioxidants, 10(11), 1729",2021,10.3390/antiox10111729,34829598,https://www.ifc.unam.mx/publicacion.php?ut=000725764500001,True,1579,140,6.4962482,4.817093,pub_140_fd4deed4
Polycystic ovarian syndrome: signs and feedback effects of hyperandrogenism and insulin resistance,"Hernández-Jiménez, J. L., Barrera, D., Espinoza-Simón, E., González, J., Ortíz-Hernández, R., Escobar, L., Echeverría, O., & Torres-Ramírez, N.","Gynecological Endocrinology, 38(1), 2?9",2021,10.1080/09513590.2021.2003326,34787028,https://www.ifc.unam.mx/publicacion.php?ut=000719626600001,True,1490,141,6.577876,4.8688097,pub_141_7ac20ad5
Formant-Based Recognition of Words and Other Naturalistic Sounds in Rhesus Monkeys,"Melchor, J., Vergara, J., Figueroa, T., Morán, I., & Lemus, L.","Frontiers in Neuroscience, 15",2021,10.3389/fnins.2021.728686,34776842,https://www.ifc.unam.mx/publicacion.php?ut=000717822700001,True,1288,142,8.152763,1.7167146,pub_142_2dd7efd9
Hepatic Accumulation of Hypoxanthine: A Link Between Hyperuricemia and Nonalcoholic Fatty Liver Disease,"Toledo-Ibelles, P., Gutiérrez-Vidal, R., Calixto-Tlacomulco, S., Delgado-Coello, B., & Mas-Oliva, J.","Archives of Medical Research, 52(7), 692?702",2021,10.1016/j.arcmed.2021.04.005,33966916,https://www.ifc.unam.mx/publicacion.php?ut=000717634300004,True,636,143,5.337241,4.5525312,pub_143_5594312f
Tissue-Specific Molecular Markers and Heterogeneity in Type 2 Innate Lymphoid Cells,"Olguín-Martínez, E., Ruiz-Medina, B. E., & Licona-Limón, P.","Frontiers in Immunology, 12",2021,10.3389/fimmu.2021.757967,34759931,https://www.ifc.unam.mx/publicacion.php?ut=000717301800001,True,1256,144,3.8166945,0.24565132,pub_144_513e24f0
Quantitative Expression of Key Cancer Markers in the AS-30D Hepatocarcinoma Model,"Briones-Orta, M. A., Delgado-Coello, B., Gutiérrez-Vidal, R., Sosa-Garrocho, M., Macías-Silva, M., & Mas-Oliva, J.","Frontiers in Oncology, 11",2021,10.3389/fonc.2021.670292,34737944,https://www.ifc.unam.mx/publicacion.php?ut=000715823200001,True,1219,145,4.2403255,2.031839,pub_145_f70d8073
Monitoring Mitochondrial Function in Aedes albopictus C6/36 Cell Line during Dengue Virus Infection,"Santana-Román, M. E., Maycotte, P., Uribe-Carvajal, S., Uribe-Alvarez, C., Alvarado-Medina, N., Khan, M., ? Pando-Robles, V.","Insects, 12(10), 934",2021,10.3390/insects12100934,34680703,https://www.ifc.unam.mx/publicacion.php?ut=000715285600001,True,1593,146,2.7270694,3.8837934,pub_146_d24cf261
Green Metallic Nanoparticles for Cancer Therapy: Evaluation Models and Cancer Applications,"Tinajero-Díaz, E., Salado-Leza, D., Gonzalez, C., Martínez Velázquez, M., López, Z., Bravo-Madrigal, J., ? Hernández-Gutiérrez, R.","Pharmaceutics, 13(10), 1719",2021,10.3390/pharmaceutics13101719,34684012,https://www.ifc.unam.mx/publicacion.php?ut=000714860300001,True,1368,147,3.3877723,1.3702214,pub_147_e76a8814
Ricardo Tapia (1940 ? 2021),"Tovar?y?Romo, L. B., Massieu, L., & Arias, C.",Journal of Neurochemistry,2021,10.1111/jnc.15526,34713462,https://www.ifc.unam.mx/publicacion.php?ut=000712097300001,True,617,148,7.234156,1.7862625,pub_148_d08fd818
Cryopreservation of Gametes and Embryos and Their Molecular Changes,"Estudillo, E., Jiménez, A., Bustamante-Nieves, P. E., Palacios-Reyes, C., Velasco, I., & López-Ornelas, A.","International Journal of Molecular Sciences, 22(19), 10864",2021,10.3390/ijms221910864,34639209,https://www.ifc.unam.mx/publicacion.php?ut=000709842400001,True,1856,149,4.0225925,4.6599503,pub_149_f7208aaf
The crucial role of model systems in understanding the complexity of cell signaling in human neurocristopathies,"Cerrizuela, S., Vega?Lopez, G. A., Méndez?Maldonado, K., Velasco, I., & Aybar, M. J.",WIREs Mechanisms of Disease,2021,10.1002/wsbm.1537,35023327,https://www.ifc.unam.mx/publicacion.php?ut=000708415000001,True,282,150,7.129586,1.959629,pub_150_bfe61dc9
"Modulation of the Enzymatic Activity of the Flagellar Lytic Transglycosylase SltF by Rod Components and the Scaffolding Protein FlgJ in
            Rhodobacter sphaeroides","García-Ramos, M., de la Mora, J., Ballado, T., Camarena, L., & Dreyfus, G.","Journal of Bacteriology, 203(20)",2021,10.1128/jb.00372-21,34309398,https://www.ifc.unam.mx/publicacion.php?ut=000708170900013,True,2715,151,1.0657473,2.4100518,pub_151_60fa4686
The Contribution of Premotor Cortico-Striatal Projections to the Execution of Serial Order Sequences,"Sánchez-Fuentes, A., Ramírez-Armenta, K. I., Verma-Rodríguez, A. K., Díaz-Hernández, E., Aguilar-Palomares, A., Ramírez-Jarquín, J. O., & Tecuapetla, F.","Eneuro, 8(5), ENEURO",2021,10.1523/eneuro.0173-21.2021,34465613,https://www.ifc.unam.mx/publicacion.php?ut=000704430100001,True,1083,152,8.07192,2.154054,pub_152_9aa75193
An artificial virus-like triblock protein shows low in vivo humoral immune response and high stability,"Moreno-Gutierrez, D. S., Zepeda-Cervantes, J., Vaca, L., & Hernandez-Garcia, A.","Materials Science and Engineering: C, 129, 112348",2021,10.1016/j.msec.2021.112348,34579876,https://www.ifc.unam.mx/publicacion.php?ut=000702816800006,True,1448,153,2.978791,0.62888116,pub_153_aa07c549
Identification of adipose tissue-related predictors of the reduction in cardiovascular risk induced by metabolic surgery,"Melchor-López, A., Suárez-Cuenca, J. A., Banderas-Lares, D. Z., Peña-Sosa, G. D. la, Salamanca-García, M., Vera-Gómez, E., ? Hernández-Muñoz, R. E.","Journal of International Medical Research, 49(5), 030006052110125",2021,10.1177/03000605211012569,34024182,https://www.ifc.unam.mx/publicacion.php?ut=000700284900001,True,388,154,6.6026564,5.1812406,pub_154_d8b5a40e
Development of the hypersecretory phenotype in the population of adrenal chromaffin cells from prehypertensive SHRs,"Peña del Castillo, J. G., Segura-Chama, P., Rincón-Heredia, R., Millán-Aldaco, D., Giménez-Molina, Y., Villanueva, J., ? Hernández-Cruz, A.","Pflügers Archiv - European Journal of Physiology, 473(11), 1775?1793",2021,10.1007/s00424-021-02614-2,34510285,https://www.ifc.unam.mx/publicacion.php?ut=000695097100001,True,1993,155,4.5883417,5.000281,pub_155_cbebf11c
New insights into lipopolysaccharide inactivation mechanisms in sepsis,"Pérez-Hernández, E. G., Delgado-Coello, B., Luna-Reyes, I., & Mas-Oliva, J.","Biomedicine & Pharmacotherapy, 141, 111890",2021,10.1016/j.biopha.2021.111890,34229252,https://www.ifc.unam.mx/publicacion.php?ut=000693006700007,True,1308,156,2.2657578,0.719794,pub_156_bfa64a6c
Editorial: Mechanisms of Neuronal Recovery in the Central Nervous System,"Tovar-y-Romo, L. B., Guemez-Gamboa, A., & Duarte, J. M. N.","Frontiers in Cell and Developmental Biology, 9",2021,10.3389/fcell.2021.733066,34490279,https://www.ifc.unam.mx/publicacion.php?ut=000692977600001,True,98,157,6.895609,1.9297469,pub_157_61e4f939
Peptide VSAK maintains tissue glucose uptake and attenuates pro-inflammatory responses caused by LPS in an experimental model of the systemic inflammatory response syndrome: a PET study,"Luna-Reyes, I., Pérez-Hernández, E. G., Delgado-Coello, B., Ávila-Rodríguez, M. Á., & Mas-Oliva, J.","Scientific Reports, 11(1)",2021,10.1038/s41598-021-94224-2,34285283,https://www.ifc.unam.mx/publicacion.php?ut=000692201200012,True,1237,158,5.9259715,5.15394,pub_158_89e1ea43
Maintenance of conditioned place avoidance induced by gastric malaise requires NMDA activity within the ventral hippocampus,"Hernández-Matias, A., Bermúdez-Rattoni, F., & Osorio-Gómez, D.","Learning & Memory, 28(9), 270?276",2021,10.1101/lm.052720.120,34400528,https://www.ifc.unam.mx/publicacion.php?ut=000692096500002,True,1322,159,8.020544,3.398699,pub_159_d91f36ed
Enhanced Activity of Exportin-1/CRM1 in Neurons Contributes to Autophagy Dysfunction and Senescent Features in Old Mouse Brain,"Gorostieta-Salas, E., Moreno-Blas, D., Gerónimo-Olvera, C., Cisneros, B., Court, F. A., & Castro-Obregón, S.","Oxidative Medicine and Cellular Longevity, 2021, 1?22",2021,10.1155/2021/6682336,34434486,https://www.ifc.unam.mx/publicacion.php?ut=000691141500001,True,1975,160,5.2009296,3.1351314,pub_160_1ddc9f86
Selective Moonlighting Cell-Penetrating Peptides,"Morán-Torres, R., Castillo González, D. A., Durán-Pastén, M. L., Aguilar-Maldonado, B., Castro-Obregón, S., & Del Rio, G.","Pharmaceutics, 13(8), 1119",2021,10.3390/pharmaceutics13081119,34452080,https://www.ifc.unam.mx/publicacion.php?ut=000689878400001,True,1301,161,2.2820227,1.031266,pub_161_76464768
Genome accessibility dynamics in response to phosphate limitation is controlled by the PHR1 family of transcription factors in Arabidopsis,"Barragán-Rosillo, A. C., Peralta-Alvarez, C. A., Ojeda-Rivera, J. O., Arzate-Mejía, R. G., Recillas-Targa, F., & Herrera-Estrella, L.","Proceedings of the National Academy of Sciences, 118(33), e2107558118",2021,10.1073/pnas.2107558118,34385324,https://www.ifc.unam.mx/publicacion.php?ut=000689727600005,True,1674,162,2.4782608,2.8928194,pub_162_c6b91c9e
"H2O2 Induces Major Phosphorylation Changes in Critical Regulators of Signal Transduction, Gene Expression, Metabolism and Developmental Networks in Aspergillus nidulans","Carrasco-Navarro, U., & Aguirre, J.","Journal of Fungi, 7(8), 624",2021,10.3390/jof7080624,34436163,https://www.ifc.unam.mx/publicacion.php?ut=000689619700001,True,1360,163,1.1963556,4.253378,pub_163_b567b621
Genome-Wide Association Study Identifies a Functional SIDT2 Variant Associated With HDL-C (High-Density Lipoprotein Cholesterol) Levels and Premature Coronary Artery Disease,"León-Mimila, P., Villamil-Ramírez, H., Macías-Kauffer, L. R., Jacobo-Albavera, L., López-Contreras, B. E., Posadas-Sánchez, R., Posadas-Romero, C., Romero-Hidalgo, S., Morán-Ramos, S., Domínguez-Pérez, M., Olivares-Arevalo, M., López-Montoya, P., Nieto-Guerra, R., Acuña-Alonzo, V., Macín-Pérez, G., Barquera-Lozano, R., Del-Río-Navarro, B. E., González-González, I., Campos-Pérez, F., ? Canizales-Quinteros, S.","Arteriosclerosis, Thrombosis, and Vascular Biology, 41(9), 2494?2508",2021,10.1161/atvbaha.120.315391,34233476,https://www.ifc.unam.mx/publicacion.php?ut=000689014500015,True,479,164,6.4495754,5.349907,pub_164_39290a68
Editorial: Chromatin Spatial Configuration and Function in Metazoans,"Delgado-Olguín, P., Oktaba, K., & Furlan-Magaril, M.","Frontiers in Genetics, 12",2021,10.3389/fgene.2021.734981,34456981,https://www.ifc.unam.mx/publicacion.php?ut=000688465200001,True,94,165,3.565384,2.5033486,pub_165_32118cde
Alanine Represses ?-Aminobutyric Acid Utilization and Induces Alanine Transaminase Required for Mitochondrial Function in Saccharomyces cerevisiae,"Márquez, D., Escalera-Fanjul, X., el Hafidi, M., Aguirre-López, B., Riego-Ruiz, L., & González, A.","Frontiers in Microbiology, 12",2021,10.3389/fmicb.2021.695382,34421848,https://www.ifc.unam.mx/publicacion.php?ut=000687370200001,True,1812,166,2.082694,3.7562952,pub_166_3a10bd33
Dynamic landscape of chromatin accessibility and transcriptomic changes during differentiation of human embryonic stem cells into dopaminergic neurons,"Meléndez-Ramírez, C., Cuevas-Diaz Duran, R., Barrios-García, T., Giacoman-Lozano, M., López-Ornelas, A., Herrera-Gamboa, J., ? Treviño, V.","Scientific Reports, 11(1)",2021,10.1038/s41598-021-96263-1,34417498,https://www.ifc.unam.mx/publicacion.php?ut=000687326500039,True,1836,167,3.4728365,2.2172983,pub_167_6f8a857c
Discovery and characterization of Hv1-type proton channels in reef-building corals,"Rangel-Yescas, G., Cervantes, C., Cervantes-Rocha, M. A., Suárez-Delgado, E., Banaszak, A. T., Maldonado, E., ? Islas, L. D.","eLife, 10",2021,10.7554/elife.69248,34355697,https://www.ifc.unam.mx/publicacion.php?ut=000683758500001,True,1104,168,3.9757123,6.9377437,pub_168_24a1d683
Ethical Considerations in Animal Research: The Principle of 3R?s,"Díaz, L., Zambrano-González, E., Flores, M. E., Contreras, M., Crispín, J. C., Alemán, G., ? Bobadilla, N. A.","Revista de Investigaci?n Cl?nica, 73(4)",2021,10.24875/ric.20000380,33090120,https://www.ifc.unam.mx/publicacion.php?ut=000681314700001,True,1579,169,2.969556,1.6726432,pub_169_98ab4b54
SARS-CoV-2 Vaccines Based on the Spike Glycoprotein and Implications of New Viral Variants,"Martínez-Flores, D., Zepeda-Cervantes, J., Cruz-Reséndiz, A., Aguirre-Sampieri, S., Sampieri, A., & Vaca, L.","Frontiers in Immunology, 12",2021,10.3389/fimmu.2021.701501,34322129,https://www.ifc.unam.mx/publicacion.php?ut=000679073300001,True,1357,170,3.1017928,0.7578733,pub_170_8b3d1de3
Chordacentrum mineralization is delayed in zebrafish betaglycan?null mutants,"Molina?Villa, T., Ramírez?Vidal, L., Mendoza, V., Escalante?Alcalde, D., & López?Casillas, F.",Developmental Dynamics,2021,10.1002/dvdy.393,34228380,https://www.ifc.unam.mx/publicacion.php?ut=000673324500001,True,526,171,4.9220743,1.5160308,pub_171_9a1c6563
"Maternal behavior, novelty confrontation, and subcortical c-Fos expression during lactation period are shaped by gestational environment","Núñez-Murrieta, M. A., Noguez, P., Coria-Avila, G. A., García-García, F., Santiago-García, J., Bolado-García, V. E., & Corona-Morales, A. A.","Behavioural Brain Research, 412, 113432",2021,10.1016/j.bbr.2021.113432,34186145,https://www.ifc.unam.mx/publicacion.php?ut=000672159800005,True,1910,172,8.274863,2.2516415,pub_172_8dce64e5
The LPA3 Receptor: Regulation and Activation of Signaling Pathways,"Solís, K. H., Romero-Ávila, M. T., Guzmán-Silva, A., & García-Sáinz, J. A.","International Journal of Molecular Sciences, 22(13), 6704",2021,10.3390/ijms22136704,34201414,https://www.ifc.unam.mx/publicacion.php?ut=000671388500001,True,1317,173,4.8323627,5.3058786,pub_173_a03be70d
Mouse Embryonic Stem Cells Expressing GDNF Show Enhanced Dopaminergic Differentiation and Promote Behavioral Recovery After Grafting in Parkinsonian Rats,"Lara-Rodarte, R., Cortés, D., Soriano, K., Carmona, F., Rocha, L., Estudillo, E., ? Velasco, I.","Frontiers in Cell and Developmental Biology, 9",2021,10.3389/fcell.2021.661656,34239871,https://www.ifc.unam.mx/publicacion.php?ut=000669850000001,True,2495,174,6.25208,2.1270409,pub_174_b3d8ce27
Thallium-sensitive fluorescent assay reveals loperamide as a new inhibitor of the potassium channel Kv10,"Loza-Huerta, A., Milo, E., Picones, A., Hernández-Cruz, A., & Luis, E.",1,2021,10.1007/s43440-021-00304-5,34213738,https://www.ifc.unam.mx/publicacion.php?ut=000669198900001,True,713,175,3.5860023,6.9130015,pub_175_90e0f2de
Molecular Insulin Actions Are Sexually Dimorphic in Lipid Metabolism,"Ortiz-Huidobro, R. I., Velasco, M., Larqué, C., Escalona, R., & Hiriart, M.","Frontiers in Endocrinology, 12",2021,10.3389/fendo.2021.690484,34220716,https://www.ifc.unam.mx/publicacion.php?ut=000668993400001,True,1357,176,6.583408,4.967609,pub_176_e165185e
NLRP3 Regulates IL-4 Expression in TOX+ CD4+ T Cells of Cutaneous T Cell Lymphoma to Potentially Promote Disease Progression,"Huanosta-Murillo, E., Alcántara-Hernández, M., Hernández-Rico, B., Victoria-Acosta, G., Miranda-Cruz, P., Domínguez-Gómez, M. A., ? Bonifaz, L. C.","Frontiers in Immunology, 12",2021,10.3389/fimmu.2021.668369,34220814,https://www.ifc.unam.mx/publicacion.php?ut=000668125800001,True,1491,177,3.8669736,0.39748386,pub_177_4d8e1c02
Epithelia-Sensory Neuron Cross Talk Underlies Cholestatic Itch Induced by Lysophosphatidylcholine,"Chen, Y., Wang, Z.-L., Yeo, M., Zhang, Q.-J., López-Romero, A. E., Ding, H.-P., ? Liedtke, W.","Gastroenterology, 161(1), 301?317",2021,10.1053/j.gastro.2021.03.049,33819485,https://www.ifc.unam.mx/publicacion.php?ut=000665592300042,True,350,178,5.0485477,4.5950775,pub_178_c7648705
Role of insulin/glucagon ratio and cell redox state in the hyperglycaemia induced by exposure to a 60-Hz magnetic field in rats,"Martiñón-Gutiérrez, G., Luna-Castro, M., & Hernández-Muñoz, R.","Scientific Reports, 11(1)",2021,10.1038/s41598-021-91228-w,34083675,https://www.ifc.unam.mx/publicacion.php?ut=000662234900007,True,1483,179,6.4262795,4.6100154,pub_179_01c5481a
The global and promoter-centric 3D genome organization temporally resolved during a circadian cycle,"Furlan-Magaril, M., Ando-Kuri, M., Arzate-Mejía, R. G., Morf, J., Cairns, J., Román-Figueroa, A., ? Fraser, P.","Genome Biology, 22(1)",2021,10.1186/s13059-021-02374-3,34099014,https://www.ifc.unam.mx/publicacion.php?ut=000658754000001,True,507,180,3.5802271,2.5497434,pub_180_259d760a
The HGR motif is the antiangiogenic determinant of vasoinhibin: implications for a therapeutic orally active oligopeptide,"Robles, J. P., Zamora, M., Siqueiros-Marquez, L., Adan-Castro, E., Ramirez-Hernandez, G., Nuñez, F. F., ? Clapp, C.",Angiogenesis,2021,10.1007/s10456-021-09800-x,34097181,https://www.ifc.unam.mx/publicacion.php?ut=000658625500001,True,1877,181,5.9408803,4.024507,pub_181_87bd860c
IRE1? RIDD activity induced under ER stress drives neuronal death by the degradation of 14-3-3 ? mRNA in cortical neurons during glucose deprivation,"Gómora-García, J. C., Gerónimo-Olvera, C., Pérez-Martínez, X., & Massieu, L.","Cell Death Discovery, 7(1)",2021,10.1038/s41420-021-00518-9,34083523,https://www.ifc.unam.mx/publicacion.php?ut=000657839400001,True,2165,182,5.740464,3.892539,pub_182_0252548e
Auditory decisions in the supplementary motor area,"Morán, I., Perez-Orive, J., Melchor, J., Figueroa, T., & Lemus, L.","Progress in Neurobiology, 202, 102053",2021,10.1016/j.pneurobio.2021.102053,33957182,https://www.ifc.unam.mx/publicacion.php?ut=000657320400003,True,1124,183,8.112893,1.6981478,pub_183_2c1e8e53
Cortical neurochemical signaling of gustatory stimuli and their visceral consequences during the acquisition and consolidation of taste aversion memory,"Osorio-Gómez, D., Bermúdez-Rattoni, F., & Guzmán-Ramos, K. R.","Neurobiology of Learning and Memory, 181, 107437",2021,10.1016/j.nlm.2021.107437,33831511,https://www.ifc.unam.mx/publicacion.php?ut=000656870700010,True,2273,184,8.053144,3.3388245,pub_184_8b4e16bb
"Cerebellar spongiform degeneration is accompanied by metabolic, cellular, and motor disruption in male rats with portacaval anastomosis","López?Cervantes, M., Quintanar?Stephano, A., Alcauter?Solórzano, S., Hernández?Pando, R., Aguilar?Roblero, R., Gasca?Martínez, D., ? Díaz?Muñoz, M.","Journal of Neuroscience Research, 99(9), 2287?2304",2021,10.1002/jnr.24853,34061383,https://www.ifc.unam.mx/publicacion.php?ut=000656529400001,True,1906,185,5.3472743,3.5544105,pub_185_5e7be342
The fructose-dependent acceleration of ethanol metabolism,"Villalobos-García, D., Ayhllon-Osorio, C. A., & Hernández-Muñoz, R.","Biochemical Pharmacology, 188, 114498",2021,10.1016/j.bcp.2021.114498,33675773,https://www.ifc.unam.mx/publicacion.php?ut=000656194300001,True,1928,186,5.0658855,4.477291,pub_186_bce7204b
Membrane hyperpolarization abolishes calcium oscillations that prevent induced acrosomal exocytosis in human sperm,"Balestrini, P. A., Sanchez?Cardenas, C., Luque, G. M., Baro Graf, C., Sierra, J. M., Hernández?Cruz, A., ? Buffone, M. G.","The FASEB Journal, 35(6)",2021,10.1096/fj.202002333rr,33991146,https://www.ifc.unam.mx/publicacion.php?ut=000655695900066,True,1518,187,4.07728,4.815964,pub_187_052b48a1
Sex Differences in the Physiological Network of Healthy Young Subjects,"Barajas-Martínez, A., Ibarra-Coronado, E., Fossion, R., Toledo-Roy, J. C., Martínez-Garcés, V., López-Rivera, J. A., ? Rivera, A. L.","Frontiers in Physiology, 12",2021,10.3389/fphys.2021.678507,34045977,https://www.ifc.unam.mx/publicacion.php?ut=000653739400001,True,2159,188,6.744384,5.0738134,pub_188_3db611f2
The periplasmic component of the DctPQM TRAP-transporter is part of the DctS/DctR sensory pathway in Rhodobacter sphaeroides,"Sánchez-Ortiz, V. J., Domenzain, C., Poggio, S., Dreyfus, G., & Camarena, L.","Microbiology, 167(3)",2021,10.1099/mic.0.001037,33620307,https://www.ifc.unam.mx/publicacion.php?ut=000651460900002,True,1310,189,0.98951954,2.6245334,pub_189_979e4840
Conflict Test Battery for Studying the Act of Facing Threats in Pursuit of Rewards,"Illescas-Huerta, E., Ramirez-Lugo, L., Sierra, R. O., Quillfeldt, J. A., & Sotres-Bayon, F.","Frontiers in Neuroscience, 15",2021,10.3389/fnins.2021.645769,34017234,https://www.ifc.unam.mx/publicacion.php?ut=000651399700001,True,1926,190,8.336561,3.0407076,pub_190_3b0fa5f6
Extrasynaptic Communication,"De-Miguel, F. F., Leon-Pinzon, C., Torres-Platas, S. G., del-Pozo, V., Hernández-Mendoza, G. A., Aguirre-Olivas, D., ? Rubí, J. M.","Frontiers in Molecular Neuroscience, 14",2021,10.3389/fnmol.2021.638858,33994942,https://www.ifc.unam.mx/publicacion.php?ut=000649924100001,True,1796,191,7.5696936,2.1330757,pub_191_83343ee2
Protein Serine/Threonine Phosphatase Type 2C of Leishmania mexicana,"Escalona-Montaño, A. R., Zuñiga-Fabián, M., Cabrera, N., Mondragón-Flores, R., Gómez-Sandoval, J. N., Rojas-Bernabé, A., ? Aguirre-García, M. M.","Frontiers in Cellular and Infection Microbiology, 11",2021,10.3389/fcimb.2021.641356,33937094,https://www.ifc.unam.mx/publicacion.php?ut=000645274200001,True,1494,192,1.4301193,2.550504,pub_192_b066e4eb
Vegfa promoter gene hypermethylation at HIF1? binding site is an early contributor to CKD progression after renal ischemia,"Sánchez-Navarro, A., Pérez-Villalva, R., Murillo-de-Ozores, A. R., Martínez-Rojas, M. Á., Rodríguez?Aguilera, J. R., González, N., ? Bobadilla, N. A.","Scientific Reports, 11(1)",2021,10.1038/s41598-021-88000-5,33888767,https://www.ifc.unam.mx/publicacion.php?ut=000642742500098,True,1552,193,5.407564,4.632536,pub_193_032f2a5b
Pharmacological and nutritional targeting of voltage-gated sodium channels in the treatment of cancers,"Lopez-Charcas, O., Pukkanasut, P., Velu, S. E., Brackenbury, W. J., Hales, T. G., Besson, P., ? Roger, S.","iScience, 24(4), 102270",2021,10.1016/j.isci.2021.102270,33817575,https://www.ifc.unam.mx/publicacion.php?ut=000642261700021,True,881,194,3.5449,6.8116717,pub_194_5ba42cc7
Catecholaminergic stimulation restores high-sucrose diet-induced hippocampal dysfunction,"Hernández-Ramírez, S., Osorio-Gómez, D., Escobar, M. L., Rodríguez-Durán, L., Velasco, M., Bermúdez-Rattoni, F., ? Guzmán-Ramos, K. R.","Psychoneuroendocrinology, 127, 105178",2021,10.1016/j.psyneuen.2021.105178,33706043,https://www.ifc.unam.mx/publicacion.php?ut=000641602100008,True,1402,195,7.971919,3.5595307,pub_195_df3503ef
Low biological fluctuation of mitochondrial CpG and non-CpG methylation at the single-molecule level,"Goldsmith, C., Rodríguez-Aguilera, J. R., El-Rifai, I., Jarretier-Yuste, A., Hervieu, V., Raineteau, O., ? Hernandez-Vargas, H.","Scientific Reports, 11(1)",2021,10.1038/s41598-021-87457-8,33850190,https://www.ifc.unam.mx/publicacion.php?ut=000640611400017,True,1739,196,3.6120713,3.771968,pub_196_7efa3d5e
Participation of Glutamatergic Ionotropic Receptors in Excitotoxicity: The Neuroprotective Role of Prolactin,"Rodriguez-Chavez, V., Moran, J., Molina-Salinas, G., Zepeda Ruiz, W. A., Rodriguez, M. C., Picazo, O., & Cerbon, M.","Neuroscience, 461, 180?193",2021,10.1016/j.neuroscience.2021.02.027,33647379,https://www.ifc.unam.mx/publicacion.php?ut=000639337600016,True,1914,197,6.2680235,3.4638913,pub_197_46cb47a6
5-Aza-2?-Deoxycytidine and Valproic Acid in Combination with CHIR99021 and A83-01 Induce Pluripotency Genes Expression in Human Adult Somatic Cells,"Aguirre-Vázquez, A., Salazar-Olivo, L. A., Flores-Ponce, X., Arriaga-Guerrero, A. L., Garza-Rodríguez, D., Camacho-Moll, M. E., ? Bermúdez de León, M.","Molecules, 26(7), 1909",2021,10.3390/molecules26071909,33805347,https://www.ifc.unam.mx/publicacion.php?ut=000638723600001,True,1873,198,4.773905,2.254189,pub_198_efab9cd6
A continuum of invariant sensory and behavioral-context perceptual coding in secondary somatosensory cortex,"Rossi-Pool, R., Zainos, A., Alvarez, M., Diaz-deLeon, G., & Romo, R.","Nature Communications, 12(1)",2021,10.1038/s41467-021-22321-x,33790301,https://www.ifc.unam.mx/publicacion.php?ut=000636902900003,True,1234,199,8.335478,1.9394192,pub_199_765641ef
Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)1,"Klionsky, D. J., Abdel-Aziz, A. K., Abdelfatah, S., Abdellatif, M., Abdoli, A., Abel, S., ? Acevedo-Arozena, A.","Autophagy, 17(1), 1?382",2021,10.1080/15548627.2020.1797280,33634751,https://www.ifc.unam.mx/publicacion.php?ut=000636121800001,True,1971,200,4.367188,3.4259534,pub_200_f7937243
